year,Regional indicator,Happyness,GDP,Social,Health,Choices,Generosity,Corruption,Dystopia
2023,South Asia,-0.0966729302199626,0.6653310268168389,-0.298227999231811,-0.5695142924010931,-0.0036200133020603776,-0.3496608810678768,0.2124670799373007,-0.07880488842333236
2023,Southeast Asia,0.008889517321275051,0.5725826738626671,-0.035725177483261754,-0.48700249778863475,0.07848527361958269,-0.2361824331209652,0.047512722448634144,-0.039793279701212485
2023,Sub-Saharan Africa,0.0064931550579473635,1.0912142228648132,-0.047746670399826927,-0.5771382370096805,0.10581946013594605,-0.180040224938333,-0.03980574315359237,-0.10369776005430485
2023,Western Europe,-0.013241566211398284,0.45953992847358927,0.010921341391402696,-0.44707963048347804,0.12693556407689072,-0.29656446774623924,0.11318996896094442,-0.14210386864437435
2024,Central and Eastern Europe,0.04188306657381309,0.5087046998870752,0.05495891826356035,-0.2632680206153864,0.4332320886416266,0.012745145564501927,0.6578466545243534,-0.19139368193359066
2024,Commonwealth of Independent States,0.05570863782674075,0.7111007952803755,0.009564349076360553,-0.2074759326760255,0.4968228649141701,-0.23364108681283516,-0.03979691134535316,-0.16776479653771922
2024,East Asia,0.027994320972303637,0.43243523472514933,0.020143429784820362,-0.27430252780668307,0.49814440776004987,-0.2683320929171763,0.39621314138799957,-0.17555000249612907
2024,Latin America and Caribbean,0.029205711066397282,0.5255143366443626,0.0020123559108281962,-0.2614423491850741,0.34879589564675356,-0.3079512028193477,0.2552140782734106,-0.10383516898664927
2024,Middle East and North Africa,-0.01491835423033934,0.42489722109164646,-0.04277065030688087,-0.2512069943820473,0.3133955328924951,-0.3074276688492547,0.39608257968373406,-0.26952450244083653
2024,North America and ANZ,-0.03033267618328182,0.42689747239305326,0.002483009884761178,-0.33376747192272005,0.15789305534042394,-0.2896611103105043,0.023643386166994747,-0.2146363255898001
2024,South Asia,-0.16919746445558004,0.6242855384794052,-0.3860764479531544,-0.33160443659142735,0.16292521952963254,-0.3301621773256438,0.17439444216149189,-0.39386113070076717
2024,Southeast Asia,0.031304239111150566,0.5427724534428404,-0.03973366717469849,-0.2593727088024631,0.23673735990520084,-0.27030736243970527,0.10496178201312464,-0.10793181062709034
2024,Sub-Saharan Africa,-0.006762296557970922,1.0705358287086273,-0.07214242653436433,-0.1602682530644637,0.3315826805621201,-0.25501402241062876,0.04501803949061007,-0.23178873754105156
2024,Western Europe,-0.021178121707103023,0.43025042535147157,-0.005729475498139354,-0.2851406345258065,0.2561527537553274,-0.23844161656425464,0.130770353815034,-0.2547443006198465
